"shop_country_asin_date","country","asin","shop","date","old_type","new_type","old_coefficient","new_coefficient","old_base_sales","new_base_sales","old_weighted_sales","new_weighted_sales","old_maybe_sales","new_maybe_sales"
"卓别_FR_B0GRB39S7G_20260518","FR","B0GRB39S7G","卓别","2026-05-18","日常","日常","1","1","3","2","1.5","1.5","2","2"
"卓别_FR_B0GRB39S7G_20260519","FR","B0GRB39S7G","卓别","2026-05-19","日常","日常","1","1","2","1","1.6","1.5","2","2"
"卓别_FR_B0GRB39S7G_20260520","FR","B0GRB39S7G","卓别","2026-05-20","日常","日常","1","1","1","1","1.7","1.5","2","2"
"卓别_FR_B0GRB39S7G_20260521","FR","B0GRB39S7G","卓别","2026-05-21","日常","日常","1","1","2","2","1.5","1.3","2","1"
"卓别_FR_B0GRB39S7G_20260522","FR","B0GRB39S7G","卓别","2026-05-22","日常","日常","1","1","",,"1.5","1.4","2","1"
"卓别_FR_B0GRB39S7G_20260523","FR","B0GRB39S7G","卓别","2026-05-23","日常","日常","1","1","3","3","1.5","1.4","2","1"
"卓别_FR_B0GRB39S7G_20260524","FR","B0GRB39S7G","卓别","2026-05-24","日常","日常","1","1","2","2","1.7","1.5","2","2"
"卓别_FR_B0GRB39S7G_20260525","FR","B0GRB39S7G","卓别","2026-05-25","日常","日常","1","1","3","3","1.8","1.6","2","2"
"卓别_FR_B0GRB39S7G_20260526","FR","B0GRB39S7G","卓别","2026-05-26","日常","日常","1","1","",,"1.9","1.7","2","2"
"卓别_FR_B0GRB39S7G_20260527","FR","B0GRB39S7G","卓别","2026-05-27","日常","日常","1","1","1","1","1.9","1.7","2","2"
"卓别_FR_B0GRB39S7G_20260528","FR","B0GRB39S7G","卓别","2026-05-28","日常","日常","1","1","2","2","1.8","1.7","2","2"
"卓别_FR_B0GRB39S7G_20260531","FR","B0GRB39S7G","卓别","2026-05-31","日常","日常","1","1","1","1","1.8","1.7","2","2"
"卓别_FR_B0GRB39S7G_20260601","FR","B0GRB39S7G","卓别","2026-06-01","日常","日常","1","1","3","3","1.8","1.7","2","2"
"卓别_FR_B0GRB39S7G_20260604","FR","B0GRB39S7G","卓别","2026-06-04","日常","日常","1","1","",,"1.8","1.7","2","2"
"卓别_FR_B0GRB39S7G_20260605","FR","B0GRB39S7G","卓别","2026-06-05","日常","日常","1","1","2","2","1.8","1.7","2","2"
"卓别_FR_B0GRB39S7G_20260607","FR","B0GRB39S7G","卓别","2026-06-07","日常","日常","1","1","3","3","1.7","1.6","2","2"
"卓别_FR_B0GRB39S7G_20260609","FR","B0GRB39S7G","卓别","2026-06-09","旺季","旺季","1.2","1.2","2","2","1.8","1.7","2","2"
"卓别_FR_B0GRB39S7G_20260610","FR","B0GRB39S7G","卓别","2026-06-10","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"卓别_FR_B0GRB39S7G_20260611","FR","B0GRB39S7G","卓别","2026-06-11","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"卓别_FR_B0GRB39S7G_20260612","FR","B0GRB39S7G","卓别","2026-06-12","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"卓别_FR_B0GRB39S7G_20260613","FR","B0GRB39S7G","卓别","2026-06-13","旺季","旺季","1.2","1.2","",,"1.9","1.8","2","2"
"卓别_FR_B0GRB39S7G_20260614","FR","B0GRB39S7G","卓别","2026-06-14","旺季","旺季","1.2","1.2","1","1","1.9","1.8","2","2"
"卓别_FR_B0GRB39S7G_20260615","FR","B0GRB39S7G","卓别","2026-06-15","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"卓别_FR_B0GRB39S7G_20260616","FR","B0GRB39S7G","卓别","2026-06-16","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"卓别_FR_B0GRB39S7G_20260617","FR","B0GRB39S7G","卓别","2026-06-17","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"合计_FR_B0GRB39S7G_20260518","FR","B0GRB39S7G","合计","2026-05-18","日常","BD","1","1.7","3","2","1.5","1.5","2","3"
"合计_FR_B0GRB39S7G_20260519","FR","B0GRB39S7G","合计","2026-05-19","日常","BD","1","1.7","2","1","1.6","1.5","2","3"
"合计_FR_B0GRB39S7G_20260520","FR","B0GRB39S7G","合计","2026-05-20","日常","日常","1","1","1","1","1.7","1.5","2","2"
"合计_FR_B0GRB39S7G_20260521","FR","B0GRB39S7G","合计","2026-05-21","日常","日常","1","1","2","2","1.5","1.3","2","1"
"合计_FR_B0GRB39S7G_20260522","FR","B0GRB39S7G","合计","2026-05-22","日常","日常","1","1","",,"1.5","1.4","2","1"
"合计_FR_B0GRB39S7G_20260523","FR","B0GRB39S7G","合计","2026-05-23","日常","日常","1","1","3","3","1.5","1.4","2","1"
"合计_FR_B0GRB39S7G_20260524","FR","B0GRB39S7G","合计","2026-05-24","日常","日常","1","1","2","2","1.7","1.5","2","2"
"合计_FR_B0GRB39S7G_20260525","FR","B0GRB39S7G","合计","2026-05-25","日常","日常","1","1","3","3","1.8","1.6","2","2"
"合计_FR_B0GRB39S7G_20260526","FR","B0GRB39S7G","合计","2026-05-26","日常","日常","1","1","",,"1.9","1.7","2","2"
"合计_FR_B0GRB39S7G_20260527","FR","B0GRB39S7G","合计","2026-05-27","日常","日常","1","1","1","1","1.9","1.7","2","2"
"合计_FR_B0GRB39S7G_20260528","FR","B0GRB39S7G","合计","2026-05-28","日常","日常","1","1","2","2","1.8","1.7","2","2"
"合计_FR_B0GRB39S7G_20260531","FR","B0GRB39S7G","合计","2026-05-31","日常","日常","1","1","1","1","1.8","1.7","2","2"
"合计_FR_B0GRB39S7G_20260601","FR","B0GRB39S7G","合计","2026-06-01","日常","日常","1","1","3","3","1.8","1.7","2","2"
"合计_FR_B0GRB39S7G_20260604","FR","B0GRB39S7G","合计","2026-06-04","日常","日常","1","1","",,"1.8","1.7","2","2"
"合计_FR_B0GRB39S7G_20260605","FR","B0GRB39S7G","合计","2026-06-05","日常","日常","1","1","2","2","1.8","1.7","2","2"
"合计_FR_B0GRB39S7G_20260607","FR","B0GRB39S7G","合计","2026-06-07","日常","日常","1","1","3","3","1.7","1.6","2","2"
"合计_FR_B0GRB39S7G_20260609","FR","B0GRB39S7G","合计","2026-06-09","旺季","旺季","1.2","1.2","2","2","1.8","1.7","2","2"
"合计_FR_B0GRB39S7G_20260610","FR","B0GRB39S7G","合计","2026-06-10","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"合计_FR_B0GRB39S7G_20260611","FR","B0GRB39S7G","合计","2026-06-11","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"合计_FR_B0GRB39S7G_20260612","FR","B0GRB39S7G","合计","2026-06-12","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"合计_FR_B0GRB39S7G_20260613","FR","B0GRB39S7G","合计","2026-06-13","旺季","旺季","1.2","1.2","",,"1.9","1.8","2","2"
"合计_FR_B0GRB39S7G_20260614","FR","B0GRB39S7G","合计","2026-06-14","旺季","旺季","1.2","1.2","1","1","1.9","1.8","2","2"
"合计_FR_B0GRB39S7G_20260615","FR","B0GRB39S7G","合计","2026-06-15","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"合计_FR_B0GRB39S7G_20260616","FR","B0GRB39S7G","合计","2026-06-16","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"合计_FR_B0GRB39S7G_20260617","FR","B0GRB39S7G","合计","2026-06-17","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"詹慕斯_FR_B0GRB39S7G_20260518","FR","B0GRB39S7G","詹慕斯","2026-05-18","日常","BD","1","1.7","3","2","1.5","1.5","2","3"
"詹慕斯_FR_B0GRB39S7G_20260519","FR","B0GRB39S7G","詹慕斯","2026-05-19","日常","BD","1","1.7","2","1","1.6","1.5","2","3"
"詹慕斯_FR_B0GRB39S7G_20260520","FR","B0GRB39S7G","詹慕斯","2026-05-20","日常","日常","1","1","1","1","1.7","1.5","2","2"
"詹慕斯_FR_B0GRB39S7G_20260521","FR","B0GRB39S7G","詹慕斯","2026-05-21","日常","日常","1","1","2","2","1.5","1.3","2","1"
"詹慕斯_FR_B0GRB39S7G_20260522","FR","B0GRB39S7G","詹慕斯","2026-05-22","日常","日常","1","1","",,"1.5","1.4","2","1"
"詹慕斯_FR_B0GRB39S7G_20260523","FR","B0GRB39S7G","詹慕斯","2026-05-23","日常","日常","1","1","3","3","1.5","1.4","2","1"
"詹慕斯_FR_B0GRB39S7G_20260524","FR","B0GRB39S7G","詹慕斯","2026-05-24","日常","日常","1","1","2","2","1.7","1.5","2","2"
"詹慕斯_FR_B0GRB39S7G_20260525","FR","B0GRB39S7G","詹慕斯","2026-05-25","日常","日常","1","1","3","3","1.8","1.6","2","2"
"詹慕斯_FR_B0GRB39S7G_20260526","FR","B0GRB39S7G","詹慕斯","2026-05-26","日常","日常","1","1","",,"1.9","1.7","2","2"
"詹慕斯_FR_B0GRB39S7G_20260527","FR","B0GRB39S7G","詹慕斯","2026-05-27","日常","日常","1","1","1","1","1.9","1.7","2","2"
"詹慕斯_FR_B0GRB39S7G_20260528","FR","B0GRB39S7G","詹慕斯","2026-05-28","日常","日常","1","1","2","2","1.8","1.7","2","2"
"詹慕斯_FR_B0GRB39S7G_20260531","FR","B0GRB39S7G","詹慕斯","2026-05-31","日常","日常","1","1","1","1","1.8","1.7","2","2"
"詹慕斯_FR_B0GRB39S7G_20260601","FR","B0GRB39S7G","詹慕斯","2026-06-01","日常","日常","1","1","3","3","1.8","1.7","2","2"
"詹慕斯_FR_B0GRB39S7G_20260604","FR","B0GRB39S7G","詹慕斯","2026-06-04","日常","日常","1","1","",,"1.8","1.7","2","2"
"詹慕斯_FR_B0GRB39S7G_20260605","FR","B0GRB39S7G","詹慕斯","2026-06-05","日常","日常","1","1","2","2","1.8","1.7","2","2"
"詹慕斯_FR_B0GRB39S7G_20260607","FR","B0GRB39S7G","詹慕斯","2026-06-07","日常","日常","1","1","3","3","1.7","1.6","2","2"
"詹慕斯_FR_B0GRB39S7G_20260609","FR","B0GRB39S7G","詹慕斯","2026-06-09","旺季","旺季","1.2","1.2","2","2","1.8","1.7","2","2"
"詹慕斯_FR_B0GRB39S7G_20260610","FR","B0GRB39S7G","詹慕斯","2026-06-10","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"詹慕斯_FR_B0GRB39S7G_20260611","FR","B0GRB39S7G","詹慕斯","2026-06-11","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"詹慕斯_FR_B0GRB39S7G_20260612","FR","B0GRB39S7G","詹慕斯","2026-06-12","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"詹慕斯_FR_B0GRB39S7G_20260613","FR","B0GRB39S7G","詹慕斯","2026-06-13","旺季","旺季","1.2","1.2","",,"1.9","1.8","2","2"
"詹慕斯_FR_B0GRB39S7G_20260614","FR","B0GRB39S7G","詹慕斯","2026-06-14","旺季","旺季","1.2","1.2","1","1","1.9","1.8","2","2"
"詹慕斯_FR_B0GRB39S7G_20260615","FR","B0GRB39S7G","詹慕斯","2026-06-15","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"詹慕斯_FR_B0GRB39S7G_20260616","FR","B0GRB39S7G","詹慕斯","2026-06-16","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"詹慕斯_FR_B0GRB39S7G_20260617","FR","B0GRB39S7G","詹慕斯","2026-06-17","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"邻翔_FR_B0GRB39S7G_20260518","FR","B0GRB39S7G","邻翔","2026-05-18","日常","日常","1","1","3","2","1.5","1.5","2","2"
"邻翔_FR_B0GRB39S7G_20260519","FR","B0GRB39S7G","邻翔","2026-05-19","日常","日常","1","1","2","1","1.6","1.5","2","2"
"邻翔_FR_B0GRB39S7G_20260520","FR","B0GRB39S7G","邻翔","2026-05-20","日常","日常","1","1","1","1","1.7","1.5","2","2"
"邻翔_FR_B0GRB39S7G_20260521","FR","B0GRB39S7G","邻翔","2026-05-21","日常","日常","1","1","2","2","1.5","1.3","2","1"
"邻翔_FR_B0GRB39S7G_20260522","FR","B0GRB39S7G","邻翔","2026-05-22","日常","日常","1","1","",,"1.5","1.4","2","1"
"邻翔_FR_B0GRB39S7G_20260523","FR","B0GRB39S7G","邻翔","2026-05-23","日常","日常","1","1","3","3","1.5","1.4","2","1"
"邻翔_FR_B0GRB39S7G_20260524","FR","B0GRB39S7G","邻翔","2026-05-24","日常","日常","1","1","2","2","1.7","1.5","2","2"
"邻翔_FR_B0GRB39S7G_20260525","FR","B0GRB39S7G","邻翔","2026-05-25","日常","日常","1","1","3","3","1.8","1.6","2","2"
"邻翔_FR_B0GRB39S7G_20260526","FR","B0GRB39S7G","邻翔","2026-05-26","日常","日常","1","1","",,"1.9","1.7","2","2"
"邻翔_FR_B0GRB39S7G_20260527","FR","B0GRB39S7G","邻翔","2026-05-27","日常","日常","1","1","1","1","1.9","1.7","2","2"
"邻翔_FR_B0GRB39S7G_20260528","FR","B0GRB39S7G","邻翔","2026-05-28","日常","日常","1","1","2","2","1.8","1.7","2","2"
"邻翔_FR_B0GRB39S7G_20260531","FR","B0GRB39S7G","邻翔","2026-05-31","日常","日常","1","1","1","1","1.8","1.7","2","2"
"邻翔_FR_B0GRB39S7G_20260601","FR","B0GRB39S7G","邻翔","2026-06-01","日常","日常","1","1","3","3","1.8","1.7","2","2"
"邻翔_FR_B0GRB39S7G_20260604","FR","B0GRB39S7G","邻翔","2026-06-04","日常","日常","1","1","",,"1.8","1.7","2","2"
"邻翔_FR_B0GRB39S7G_20260605","FR","B0GRB39S7G","邻翔","2026-06-05","日常","日常","1","1","2","2","1.8","1.7","2","2"
"邻翔_FR_B0GRB39S7G_20260607","FR","B0GRB39S7G","邻翔","2026-06-07","日常","日常","1","1","3","3","1.7","1.6","2","2"
"邻翔_FR_B0GRB39S7G_20260609","FR","B0GRB39S7G","邻翔","2026-06-09","旺季","旺季","1.2","1.2","2","2","1.8","1.7","2","2"
"邻翔_FR_B0GRB39S7G_20260610","FR","B0GRB39S7G","邻翔","2026-06-10","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"邻翔_FR_B0GRB39S7G_20260611","FR","B0GRB39S7G","邻翔","2026-06-11","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"邻翔_FR_B0GRB39S7G_20260612","FR","B0GRB39S7G","邻翔","2026-06-12","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"邻翔_FR_B0GRB39S7G_20260613","FR","B0GRB39S7G","邻翔","2026-06-13","旺季","旺季","1.2","1.2","",,"1.9","1.8","2","2"
"邻翔_FR_B0GRB39S7G_20260614","FR","B0GRB39S7G","邻翔","2026-06-14","旺季","旺季","1.2","1.2","1","1","1.9","1.8","2","2"
"邻翔_FR_B0GRB39S7G_20260615","FR","B0GRB39S7G","邻翔","2026-06-15","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"邻翔_FR_B0GRB39S7G_20260616","FR","B0GRB39S7G","邻翔","2026-06-16","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"邻翔_FR_B0GRB39S7G_20260617","FR","B0GRB39S7G","邻翔","2026-06-17","旺季","旺季","1.2","1.2","",,"1.8","1.7","2","2"
"合计_JP_B0CJVFJMVF_20260515","JP","B0CJVFJMVF","合计","2026-05-15","日常","BD","1","0.82","15","15","14.8","14.8","15","12"
"合计_JP_B0CJVFJMVF_20260516","JP","B0CJVFJMVF","合计","2026-05-16","日常","BD","1","0.82","17","17","15.1","15.1","15","12"
"合计_JP_B0CJVFJMVF_20260517","JP","B0CJVFJMVF","合计","2026-05-17","日常","BD","1","0.82","23","23","14.8","14.8","15","12"
"合计_JP_B0CJVFJMVF_20260721","JP","B0CJVFJMVF","合计","2026-07-21","BD","BD","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260722","JP","B0CJVFJMVF","合计","2026-07-22","BD","BD","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260723","JP","B0CJVFJMVF","合计","2026-07-23","BD","BD","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260724","JP","B0CJVFJMVF","合计","2026-07-24","BD","BD","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260725","JP","B0CJVFJMVF","合计","2026-07-25","BD","BD","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260726","JP","B0CJVFJMVF","合计","2026-07-26","BD","BD","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260817","JP","B0CJVFJMVF","合计","2026-08-17","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260818","JP","B0CJVFJMVF","合计","2026-08-18","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260819","JP","B0CJVFJMVF","合计","2026-08-19","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260820","JP","B0CJVFJMVF","合计","2026-08-20","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260821","JP","B0CJVFJMVF","合计","2026-08-21","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260822","JP","B0CJVFJMVF","合计","2026-08-22","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260823","JP","B0CJVFJMVF","合计","2026-08-23","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260824","JP","B0CJVFJMVF","合计","2026-08-24","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260825","JP","B0CJVFJMVF","合计","2026-08-25","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260826","JP","B0CJVFJMVF","合计","2026-08-26","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260827","JP","B0CJVFJMVF","合计","2026-08-27","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260828","JP","B0CJVFJMVF","合计","2026-08-28","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260829","JP","B0CJVFJMVF","合计","2026-08-29","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260830","JP","B0CJVFJMVF","合计","2026-08-30","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260921","JP","B0CJVFJMVF","合计","2026-09-21","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260922","JP","B0CJVFJMVF","合计","2026-09-22","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260923","JP","B0CJVFJMVF","合计","2026-09-23","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260924","JP","B0CJVFJMVF","合计","2026-09-24","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260925","JP","B0CJVFJMVF","合计","2026-09-25","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260926","JP","B0CJVFJMVF","合计","2026-09-26","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260927","JP","B0CJVFJMVF","合计","2026-09-27","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260928","JP","B0CJVFJMVF","合计","2026-09-28","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260929","JP","B0CJVFJMVF","合计","2026-09-29","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20260930","JP","B0CJVFJMVF","合计","2026-09-30","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20261001","JP","B0CJVFJMVF","合计","2026-10-01","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20261002","JP","B0CJVFJMVF","合计","2026-10-02","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20261003","JP","B0CJVFJMVF","合计","2026-10-03","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20261004","JP","B0CJVFJMVF","合计","2026-10-04","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20261026","JP","B0CJVFJMVF","合计","2026-10-26","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20261027","JP","B0CJVFJMVF","合计","2026-10-27","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20261028","JP","B0CJVFJMVF","合计","2026-10-28","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20261029","JP","B0CJVFJMVF","合计","2026-10-29","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20261030","JP","B0CJVFJMVF","合计","2026-10-30","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20261031","JP","B0CJVFJMVF","合计","2026-10-31","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20261101","JP","B0CJVFJMVF","合计","2026-11-01","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20261102","JP","B0CJVFJMVF","合计","2026-11-02","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20261103","JP","B0CJVFJMVF","合计","2026-11-03","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20261104","JP","B0CJVFJMVF","合计","2026-11-04","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20261105","JP","B0CJVFJMVF","合计","2026-11-05","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20261106","JP","B0CJVFJMVF","合计","2026-11-06","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20261107","JP","B0CJVFJMVF","合计","2026-11-07","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20261108","JP","B0CJVFJMVF","合计","2026-11-08","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20270104","JP","B0CJVFJMVF","合计","2027-01-04","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20270105","JP","B0CJVFJMVF","合计","2027-01-05","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20270106","JP","B0CJVFJMVF","合计","2027-01-06","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20270107","JP","B0CJVFJMVF","合计","2027-01-07","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20270108","JP","B0CJVFJMVF","合计","2027-01-08","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20270109","JP","B0CJVFJMVF","合计","2027-01-09","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20270110","JP","B0CJVFJMVF","合计","2027-01-10","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20270111","JP","B0CJVFJMVF","合计","2027-01-11","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20270112","JP","B0CJVFJMVF","合计","2027-01-12","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20270113","JP","B0CJVFJMVF","合计","2027-01-13","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20270114","JP","B0CJVFJMVF","合计","2027-01-14","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20270115","JP","B0CJVFJMVF","合计","2027-01-15","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"合计_JP_B0CJVFJMVF_20270116","JP","B0CJVFJMVF","合计","2027-01-16","BD（预测）","BD（预测）","0.82","0.86","",,"8.8","8.8","7","8"
"聪冲冲_JP_B0CJVFJMVF_20260515","JP","B0CJVFJMVF","聪冲冲","2026-05-15","BD","BD","0.98","0.82","15","15","14.8","14.8","15","12"
"聪冲冲_JP_B0CJVFJMVF_20260516","JP","B0CJVFJMVF","聪冲冲","2026-05-16","BD","BD","0.98","0.82","17","17","15.1","15.1","15","12"
"聪冲冲_JP_B0CJVFJMVF_20260517","JP","B0CJVFJMVF","聪冲冲","2026-05-17","BD","BD","0.98","0.82","23","23","14.8","14.8","15","12"
"聪冲冲_JP_B0CJVFJMVF_20260721","JP","B0CJVFJMVF","聪冲冲","2026-07-21","BD","BD","0.82","0.86","",,"8.8","8.8","7","8"
"聪冲冲_JP_B0CJVFJMVF_20260722","JP","B0CJVFJMVF","聪冲冲","2026-07-22","BD","BD","0.82","0.86","",,"8.8","8.8","7","8"
"聪冲冲_JP_B0CJVFJMVF_20260723","JP","B0CJVFJMVF","聪冲冲","2026-07-23","BD","BD","0.82","0.86","",,"8.8","8.8","7","8"
"聪冲冲_JP_B0CJVFJMVF_20260724","JP","B0CJVFJMVF","聪冲冲","2026-07-24","BD","BD","0.82","0.86","",,"8.8","8.8","7","8"
"聪冲冲_JP_B0CJVFJMVF_20260725","JP","B0CJVFJMVF","聪冲冲","2026-07-25","BD","BD","0.82","0.86","",,"8.8","8.8","7","8"
"聪冲冲_JP_B0CJVFJMVF_20260726","JP","B0CJVFJMVF","聪冲冲","2026-07-26","BD","BD","0.82","0.86","",,"8.8","8.8","7","8"
"伟春_US_B0FB3P6H48_20260527","US","B0FB3P6H48","伟春","2026-05-27","日常","日常","1","1","77","30","17.7","17.7","18","18"
"伟春_US_B0FB3P6H48_20260528","US","B0FB3P6H48","伟春","2026-05-28","日常","日常","1","1","99","38","22.2","18.8","22","19"
