"shop_country_asin_date","country","asin","shop","date","old_type","new_type","old_coefficient","new_coefficient","old_base_sales","new_base_sales","old_weighted_sales","new_weighted_sales","old_maybe_sales","new_maybe_sales"
"绘影_US_B0FB3P6H48_20260803","US","B0FB3P6H48","绘影","2026-08-03","BD","BD","2.6","3.09","",,"51.7","51.7","134","160"
"绘影_US_B0FB3P6H48_20260804","US","B0FB3P6H48","绘影","2026-08-04","BD","BD","2.6","3.09","",,"51.7","51.7","134","160"
"绘影_US_B0FB3P6H48_20260805","US","B0FB3P6H48","绘影","2026-08-05","BD","BD","2.6","3.09","",,"51.7","51.7","134","160"
"绘影_US_B0FB3P6H48_20260806","US","B0FB3P6H48","绘影","2026-08-06","BD","BD","2.6","3.09","",,"51.7","51.7","134","160"
"绘影_US_B0FB3P6H48_20260807","US","B0FB3P6H48","绘影","2026-08-07","BD","BD","2.6","3.09","",,"51.7","51.7","134","160"
"绘影_US_B0FB3P6H48_20260808","US","B0FB3P6H48","绘影","2026-08-08","BD","BD","2.6","3.09","",,"51.7","51.7","134","160"
"绘影_US_B0FB3P6H48_20260809","US","B0FB3P6H48","绘影","2026-08-09","BD","BD","2.6","3.09","",,"51.7","51.7","134","160"
"绘影_US_B0FB3P6H48_20260810","US","B0FB3P6H48","绘影","2026-08-10","BD","BD","2.6","3.09","",,"51.7","51.7","134","160"
"谷翰/嘉兴_US_B0FB3P6H48_20260527","US","B0FB3P6H48","谷翰/嘉兴","2026-05-27","日常","日常","1","1","77","30","17.7","17.7","18","18"
"谷翰/嘉兴_US_B0FB3P6H48_20260528","US","B0FB3P6H48","谷翰/嘉兴","2026-05-28","日常","日常","1","1","99","38","22.2","18.8","22","19"
"谷翰/嘉兴_US_B0FB3P6H48_20260529","US","B0FB3P6H48","谷翰/嘉兴","2026-05-29","日常","日常","1","1","93","36","28.2","20.4","28","20"
"谷翰/嘉兴_US_B0FB3P6H48_20260530","US","B0FB3P6H48","谷翰/嘉兴","2026-05-30","日常","日常","1","1","95","37","33.9","22","34","22"
"谷翰/嘉兴_US_B0FB3P6H48_20260531","US","B0FB3P6H48","谷翰/嘉兴","2026-05-31","日常","日常","1","1","122","47","39.2","23.2","39","23"
"谷翰/嘉兴_US_B0FB3P6H48_20260601","US","B0FB3P6H48","谷翰/嘉兴","2026-06-01","日常","日常","1","1","103","40","46.3","25","46","25"
"谷翰/嘉兴_US_B0FB3P6H48_20260602","US","B0FB3P6H48","谷翰/嘉兴","2026-06-02","日常","日常","1","1","114","44","52.4","26.6","52","27"
"谷翰/嘉兴_US_B0FB3P6H48_20260603","US","B0FB3P6H48","谷翰/嘉兴","2026-06-03","日常","日常","1","1","105","40","59.2","28.3","59","28"
"谷翰/嘉兴_US_B0FB3P6H48_20260604","US","B0FB3P6H48","谷翰/嘉兴","2026-06-04","日常","日常","1","1","114","44","63.6","29.7","64","30"
"谷翰/嘉兴_US_B0FB3P6H48_20260605","US","B0FB3P6H48","谷翰/嘉兴","2026-06-05","日常","日常","1","1","69","27","67.8","30.9","68","31"
"谷翰/嘉兴_US_B0FB3P6H48_20260606","US","B0FB3P6H48","谷翰/嘉兴","2026-06-06","日常","日常","1","1","67","26","69","31.1","69","31"
"谷翰/嘉兴_US_B0FB3P6H48_20260607","US","B0FB3P6H48","谷翰/嘉兴","2026-06-07","日常","日常","1","1","55","21","70","31.1","70","31"
"谷翰/嘉兴_US_B0FB3P6H48_20260608","US","B0FB3P6H48","谷翰/嘉兴","2026-06-08","旺季","旺季","1.2","1.2","50","50","68.9","30.1","83","36"
"谷翰/嘉兴_US_B0FB3P6H48_20260609","US","B0FB3P6H48","谷翰/嘉兴","2026-06-09","旺季","旺季","1.2","1.2","57","57","67.8","31.2","81","37"
"谷翰/嘉兴_US_B0FB3P6H48_20260610","US","B0FB3P6H48","谷翰/嘉兴","2026-06-10","旺季","旺季","1.2","1.2","80","80","67.4","33.1","81","40"
"谷翰/嘉兴_US_B0FB3P6H48_20260611","US","B0FB3P6H48","谷翰/嘉兴","2026-06-11","旺季","旺季","1.2","1.2","79","79","68.9","36.8","83","44"
"谷翰/嘉兴_US_B0FB3P6H48_20260612","US","B0FB3P6H48","谷翰/嘉兴","2026-06-12","旺季","旺季","1.2","1.2","62","62","68.6","40.1","82","48"
"谷翰/嘉兴_US_B0FB3P6H48_20260613","US","B0FB3P6H48","谷翰/嘉兴","2026-06-13","旺季","旺季","1.2","1.2","90","90","68.1","42.5","82","51"
"谷翰/嘉兴_US_B0FB3P6H48_20260614","US","B0FB3P6H48","谷翰/嘉兴","2026-06-14","旺季","旺季","1.2","1.2","55","55","69.9","47.1","84","57"
"谷翰/嘉兴_US_B0FB3P6H48_20260615","US","B0FB3P6H48","谷翰/嘉兴","2026-06-15","旺季","旺季","1.2","1.2","48","48","69.5","49.2","83","59"
"谷翰/嘉兴_US_B0FB3P6H48_20260616","US","B0FB3P6H48","谷翰/嘉兴","2026-06-16","旺季","旺季","1.2","1.2","86","86","68.2","49.7","82","60"
"谷翰/嘉兴_US_B0FB3P6H48_20260617","US","B0FB3P6H48","谷翰/嘉兴","2026-06-17","旺季","旺季","1.2","1.2","98","98","69.8","52.8","84","63"
"谷翰/嘉兴_US_B0FB3P6H48_20260618","US","B0FB3P6H48","谷翰/嘉兴","2026-06-18","旺季","旺季","1.2","1.2","86","86","71","55.8","85","67"
"谷翰/嘉兴_US_B0FB3P6H48_20260619","US","B0FB3P6H48","谷翰/嘉兴","2026-06-19","旺季","旺季","1.2","1.2","114","114","71.7","58","86","70"
"谷翰/嘉兴_US_B0FB3P6H48_20260620","US","B0FB3P6H48","谷翰/嘉兴","2026-06-20","旺季","旺季","1.2","1.2","103","103","74.8","62.8","90","75"
"谷翰/嘉兴_US_B0FB3P6H48_20260621","US","B0FB3P6H48","谷翰/嘉兴","2026-06-21","旺季","旺季","1.2","1.2","93","93","77.2","66.2","93","79"
"谷翰/嘉兴_US_B0FB3P6H48_20260622","US","B0FB3P6H48","谷翰/嘉兴","2026-06-22","旺季","旺季","1.2","1.2","88","88","80.2","70.2","96","84"
"谷翰/嘉兴_US_B0FB3P6H48_20260623","US","B0FB3P6H48","谷翰/嘉兴","2026-06-23","7月PD(专享)","7月PD(专享)","3.6","3.6","122","122","83.1","74","299","266"
"谷翰/嘉兴_US_B0FB3P6H48_20260624","US","B0FB3P6H48","谷翰/嘉兴","2026-06-24","7月PD(专享)","7月PD(专享)","3.6","3.6","101","101","87.3","78.2","314","282"
"谷翰/嘉兴_US_B0FB3P6H48_20260625","US","B0FB3P6H48","谷翰/嘉兴","2026-06-25","7月PD(专享)","7月PD(专享)","3.6","3.6","99","99","89.6","80.4","323","289"
"谷翰/嘉兴_US_B0FB3P6H48_20260626","US","B0FB3P6H48","谷翰/嘉兴","2026-06-26","7月PD(专享)","7月PD(专享)","3.6","3.6","106","106","91.5","82.4","329","297"
"谷翰/嘉兴_US_B0FB3P6H48_20260627","US","B0FB3P6H48","谷翰/嘉兴","2026-06-27","旺季","旺季","1.2","1.2","91","91","92.3","83.7","111","100"
"谷翰/嘉兴_US_B0FB3P6H48_20260628","US","B0FB3P6H48","谷翰/嘉兴","2026-06-28","旺季","旺季","1.2","1.2","87","87","92.4","84.7","111","102"
"谷翰/嘉兴_US_B0FB3P6H48_20260629","US","B0FB3P6H48","谷翰/嘉兴","2026-06-29","旺季","旺季","1.2","1.2","74","74","92","85.1","110","102"
"谷翰/嘉兴_US_B0FB3P6H48_20260630","US","B0FB3P6H48","谷翰/嘉兴","2026-06-30","旺季","旺季","1.2","1.2","42","42","91.8","85.6","110","103"
"谷翰/嘉兴_US_B0FB3P6H48_20260701","US","B0FB3P6H48","谷翰/嘉兴","2026-07-01","旺季","旺季","1.2","1.2","77","77","87.8","82.7","105","99"
"谷翰/嘉兴_US_B0FB3P6H48_20260702","US","B0FB3P6H48","谷翰/嘉兴","2026-07-02","旺季","旺季","1.2","1.2","78","78","86.4","82.1","104","99"
"谷翰/嘉兴_US_B0FB3P6H48_20260703","US","B0FB3P6H48","谷翰/嘉兴","2026-07-03","旺季","旺季","1.2","1.2","58","58","84.8","81.4","102","98"
"谷翰/嘉兴_US_B0FB3P6H48_20260704","US","B0FB3P6H48","谷翰/嘉兴","2026-07-04","旺季","旺季","1.2","1.2","48","48","81.9","79.4","98","95"
"谷翰/嘉兴_US_B0FB3P6H48_20260705","US","B0FB3P6H48","谷翰/嘉兴","2026-07-05","旺季","旺季","1.2","1.2","53","53","77.9","76.3","93","92"
"谷翰/嘉兴_US_B0FB3P6H48_20260706","US","B0FB3P6H48","谷翰/嘉兴","2026-07-06","旺季","旺季","1.2","1.2","50","50","75.4","74.4","90","89"
"谷翰/嘉兴_US_B0FB3P6H48_20260707","US","B0FB3P6H48","谷翰/嘉兴","2026-07-07","旺季","旺季","1.2","1.2","31","31","73.3","72.8","88","87"
